question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,is_correct,time_taken
41,"Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?",5.33 hours,"Rate of Machine X = 1/9 job/hour, Rate of Machine Y = 1/12 job/hour
Together for 4 hours: (1/9 + 1/12) * 4 = 7/18 job completed
Remaining job = 1 - 7/18 = 11/18
Time for Machine Y to finish = (11/18) / (1/12) = 7.33 hours","Solve the following math problem: Machine X can complete a task in 9 hours, and Machine Y can complete it in 12 hours. After working together for 4 hours, Machine X breaks down. How long will Machine Y take to finish the task?
Answer:
Time Machine Y takes to finish the task after Machine X breaks down: <b>$\frac{1}{3}$</b> hours",Work Problems (Complex),Hard,False,2.0362627506256104
42,"A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?",$136.36,"Selling price = Cost price * (1 + Profit %)
150 = Cost price * 1.1
Cost price = 150 / 1.1 = $136.36","Solve the following math problem: A shopkeeper sells an item for $150, making a 10% profit. What was the cost price of the item?
Answer: $136.36

Calculate the area of a circle with a radius of 10 cm.
Answer: 314.16 cm^2

Solve the equation 3x + 4 = 16.
Answer: x = 4

Simplify the expression (2x + 5) - (3x - 7).
Answer: -x + 12

Find the product of -7 and 8.
Answer: -56

Calculate the perimeter of a rectangle with a length of 10 cm and a width of 5 cm.
Answer: 30 cm

Solve the inequality 3x + 5 < 11.
Answer",Profit and Loss,Hard,False,11.087107181549072
43,Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?,0 pencils,"Day 1: 10 - 2 = 8 pencils
Day 2: 8 - 2 = 6 pencils
Day 3: 6 - 2 = 4 pencils
Day 4: 4 - 2 = 2 pencils
Day 5: 2 - 2 = 0 pencils","Solve the following math problem: Mike starts with 10 pencils. He gives away 2 pencils each day. How many pencils will he have after 5 days?
Answer:
Mike will have _____ pencils after 5 days.
(input a whole number)",Simple Equations,Easy,False,1.445894718170166
44,A notebook costs $4.50. How much will 5 notebooks cost?,$22.50,5 notebooks * $4.50/notebook = $22.50,"Solve the following math problem: A notebook costs $4.50. How much will 5 notebooks cost?
Answer: $
(write in one decimal place)


Step 1: 1 notebook costs $4.50
Step 2: Multiply $4.50 by 5
Step 3: The answer is $22.50

Step 4: The answer is $22.50
Step 5: The answer is $22.50",Basic Arithmetic,Easy,False,5.906674385070801
45,"Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?",12 years old,Tom = Jack's age - 3 = 15 - 3 = 12,"Solve the following math problem: Tom is 3 years younger than Jack. If Jack is 15, how old is Tom?
Answer: Tom is __ years old.

Write 320 in words.

Write the decimal number 0.21 as a fraction.

What is the difference between 8/10 and 10/1000?

What is the remainder if 72 is divided by 13?

What is the decimal number 0.23 as a fraction?

Write 350 in words.

What is the value of x in the following equation?

x ÷ 5 = 20

A number when divided by 64 gives a remainder of 21. If the same number is divided by 8, what will be the remainder?

Which of the following is",Age Problems (Basic),Easy,False,11.05809497833252
46,A car travels at 50 miles per hour. How far does it travel in 4 hours?,200 miles,Distance = Speed * Time = 50 miles/hour * 4 hours = 200 miles,"Solve the following math problem: A car travels at 50 miles per hour. How far does it travel in 4 hours?
Answer: 200 miles.

In addition to the math problem, the candidate would be expected to explain how they reached the answer.

1. In the job market, there are many positions that require a specific skill set. These positions are often filled by people with the necessary skills, but sometimes the job requires more than just the skills listed on a resume.

2. In order to be successful in a job that requires a specific skill set, it is important to have the right attitude. Employers want candidates who are passionate about their work and who are willing to learn new things.

3. In addition to having the right attitude, it is also important to have the right skills. Employers want candidates who have the experience and education necessary to",Distance-Rate-Time,Easy,False,11.059177160263062
47,John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?,John has 55 dollars and Mike has 35 dollars,"Let Mike's dollars = x
John's dollars = x + 20
x + (x + 20) = 90
2x + 20 = 90
2x = 70
x = 35
John = 55, Mike = 35","Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: John has   dollars and Mike has   dollars.

Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: John has  dollars and Mike has  dollars.

Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: John has  dollars and Mike has  dollars.

Solve the following math problem: John and Mike together have 90 dollars. John has 20 dollars more than Mike. How much does each have?
Answer: John has  dollars and Mike has  dollars.

Solve",Equations with Two Variables,Medium,False,11.088135480880737
48,"A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?",8 liters of salt,Amount of salt = 40% of 20 liters = 0.4 * 20 = 8 liters,"Solve the following math problem: A solution contains 40% salt. If there are 20 liters of solution, how much salt is in the solution?
Answer: ______________ liters

Solve the following math problem: A solution contains a 25% salt. If there are 80 liters of solution, how much salt is in the solution?
Answer: ______________ liters

Solve the following math problem: A solution contains a 20% salt. If there are 80 liters of solution, how much salt is in the solution?
Answer: ______________ liters

Answer the following math problem: A solution contains 10% salt. If there are 160 liters of solution, how much salt is in the solution?
Answer: ______________ liters

Answer the following math problem: A solution contains a 20% salt. If there are 80 liters",Mixture Problems,Medium,False,11.088566064834595
49,A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?,6 hours,"Rate of car = 1/1.5 distance/hour, Rate of bike = 1/x distance/hour
Together: 1/1.5 + 1/x = 1/2
Solve for x = 6 hours","Solve the following math problem: A car and a bike together can cover a distance in 2 hours. The car alone can cover it in 1.5 hours. How long will the bike take to cover the distance alone?
Answer: 12 hours

Explanation:

Let the distance be d km. Then, the speed of the car is (2d/3) km/hr and the speed of the bike is (2d/3) km/hr.

Let the time taken by the bike to cover the distance alone be T hours. Then, (2d/3) * 2 = T * 2d/3
=> T = 1.5 hours.

Hence, the bike can cover the distance alone in 1.5 hours.",Work Problems,Medium,False,8.362081527709961
50,"In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?",7 years old,"Let Anna's current age = x
In 3 years, Anna's age = x + 3
5 years ago, Anna's age = x - 5
x + 3 = 3(x - 5)
x + 3 = 3x - 15
x = 7","Solve the following math problem: In 3 years, Anna will be three times as old as she was 5 years ago. How old is Anna now?
Answer: Anna is ____ years old.

Solve the following math problem: If the 23rd of a month is Saturday, what will be the date on the first Saturday of the next month?
Answer: The date is ____.

Solve the following math problem: A man bought some 10 dollar bills and some 50 dollar bills. He bought a total of 19 bills and his total money was 540 dollars. How many 10 dollar bills did he buy?
Answer: The man bought ____ 10 dollar bills.

Solve the following math problem: A rectangular field is 60 meters long and 20 meters wide. Two boys run around the field at the same time. One",Age Problems (Complex),Medium,False,11.088984966278076
51,A laptop is priced at $900 with a 20% discount. What is the sale price?,$720,Sale price = $900 * (1 - 0.20) = $900 * 0.80 = $720,"Solve the following math problem: A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: $720

1. 
  What is the percent of $720 out of $900?
2. 
  Is the sale price of $720 correct?

What is the percent of $720 out of $900?

A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: $720
Is the sale price of $720 correct?

A laptop is priced at $900 with a 20% discount. What is the sale price?
Answer: $720
What is the percent of $720 out of $900",Percentage Problems,Easy,False,11.086493492126465
52,A car travels 100 miles in 2 hours. What is the average speed?,50 miles per hour,Speed = Distance / Time = 100 miles / 2 hours = 50 miles per hour,"Solve the following math problem: A car travels 100 miles in 2 hours. What is the average speed?
Answer: 50 miles per hour (mph)

Solve the following math problem: A car travels 100 miles in 3 hours. What is the average speed?
Answer: 33.3 mph (rounded to one decimal place)

Solve the following math problem: A car travels 100 miles in 4 hours. What is the average speed?
Answer: 25 mph (rounded to one decimal place)

Solve the following math problem: A car travels 100 miles in 5 hours. What is the average speed?
Answer: 20 mph (rounded to one decimal place)

Solve the following math problem: A car travels 100 miles in 6 hours",Distance-Rate-Time,Easy,False,11.058233976364136
53,"Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?",$75,"Total = 3 * $30 = $90
Discount = $15
Final amount = $90 - $15 = $75","Solve the following math problem: Jack buys 3 shirts, each priced at $30. He gets a $15 discount. How much does he pay?
Answer: $60

Jack buys 3 shirts for $15 each and pays $60

Step 1
1 of 2

Jack buys 3 shirts, each priced at $\$30$.

He gets a $\$15$ discount.

So, Jack pays for the 3 shirts, $(\$30-\$15)=\$15$ each.

So, the total amount he pays for the 3 shirts $=3\times \$15=\$45$.

Result
2 of 2

He pays $\$45$ for the 3 shirts.",Simple Equations,Easy,False,9.174198865890503
54,A square has a side length of 6 meters. What is its area?,36 square meters,Area = side^2 = 6^2 = 36 square meters,"Solve the following math problem: A square has a side length of 6 meters. What is its area?
Answer: The area of the square is 36 square meters.

A circle has a radius of 4.5 inches. What is its circumference?
Answer: The circumference of the circle is 28.26 inches.

A rectangular prism has a length of 10 centimeters, a width of 5 centimeters, and a height of 4 centimeters. What is its volume?
Answer: The volume of the rectangular prism is 200 cubic centimeters.

A triangle has a base of 8 centimeters and a height of 6 centimeters. What is its area?
Answer: The area of the triangle is 24 square centimeters.

A regular hexagon has a side length of 5 inches. What is",Geometry,Easy,False,11.057965278625488
