question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
669,"Anna is 3 years older than Ben. If Ben is 10 years old, how old is Anna?",13 years old,Anna's age = Ben's age + 3 = 10 + 3 = 13,"Solve the following math problem: Anna is 3 years older than Ben. If Ben is 10 years old, how old is Anna?
Answer:
Anna is 13 years old.",Age Problems,Easy,16
670,The perimeter of a square is 40 meters. What is the length of one side?,10 meters,"Perimeter = 4 × side; 40 = 4 × side
Side = 40 / 4 = 10 meters","Solve the following math problem: The perimeter of a square is 40 meters. What is the length of one side?
Answer:
The length of one side of the square is 10 meters.",Geometry,Easy,10
671,"If you roll a fair die, what is the probability of rolling a number greater than 4?",1/3,Possible outcomes greater than 4 are 5 and 6. Probability = 2/6 = 1/3,"Solve the following math problem: If you roll a fair die, what is the probability of rolling a number greater than 4?
Answer:
The probability of rolling a number greater than 4 on a fair die is $\boxed{\frac{1}{3}}$.
Explanation:
There are 6 possible outcomes when rolling a fair die: 1, 2, 3, 4, 5, 6.
The outcomes greater than 4 are 5 and 6.
So, there are 2 favorable outcomes.
The probability is the number of favorable outcomes divided by the total number of outcomes: $\frac{2}{6} = \boxed{\frac{1}{3}}$.",Probability,Medium,1
672,"A recipe requires 3 cups of flour. If you want to make 4 batches, how many cups of flour do you need?",12 cups,3 cups × 4 batches = 12 cups,"Solve the following math problem: A recipe requires 3 cups of flour. If you want to make 4 batches, how many cups of flour do you need?
Answer: You would need 12 cups of flour.

Step 1: Understand the problem. The problem is asking for the amount of flour needed to make 4 batches of a recipe that requires 3 cups of flour per batch.

Step 2: Calculate the total amount of flour needed. To do this, multiply the amount of flour needed for one batch by the number of batches you want to make. In this case, that would be 3 cups of flour per batch times 4 batches.

Step 3: Perform the calculation. 3 cups of flour/batch * 4 batches = 12 cups of flour

Step 4: State the answer.",Basic Multiplication,Easy,2
673,The product of a number and 5 is 45. What is the number?,9,"Let the number be x: 5x = 45
x = 45 / 5 = 9","Solve the following math problem: The product of a number and 5 is 45. What is the number?
Answer: The number is 9.

Solution:

1. Let's denote the unknown number as $x$.
2. According to the problem, we have the equation $5x = 45$.
3. To find the value of $x$, we need to solve the equation.
4. Dividing both sides of the equation by 5, we get:
   \[
   x = \frac{45}{5} = 9
   \]
5. Therefore, the number is $\boxed{9}$.",Basic Equations,Medium,0
674,"If a car travels 150 miles in 3 hours, what is its average speed?",50 miles per hour,Average speed = total distance ÷ total time = 150 miles ÷ 3 hours = 50 miles/hour,"Solve the following math problem: If a car travels 150 miles in 3 hours, what is its average speed?
Answer: The average speed of the car is 50 miles per hour.

To find the average speed, we can use the formula:

Average speed = Total distance / Total time

In this case, the total distance is 150 miles and the total time is 3 hours. So,

Average speed = 150 miles / 3 hours = 50 miles per hour

Therefore, the average speed of the car is 50 miles per hour.",Distance-Rate-Time,Easy,7
675,A rectangular garden has a length of 15 meters and a width of 10 meters. What is its area?,150 square meters,Area = length × width = 15 × 10 = 150 square meters,"Solve the following math problem: A rectangular garden has a length of 15 meters and a width of 10 meters. What is its area?
Answer:
The area of a rectangle is given by the formula: Area = Length × Width.
Using this formula, we can calculate the area of the garden as follows:
Area = 15 meters × 10 meters = 150 square meters.
Therefore, the area of the garden is \boxed{150}.

This problem tests the application of the formula for the area of a rectangle.",Geometry,Medium,7
676,A train travels at a speed of 80 km/h. How far will it travel in 2.5 hours?,200 km,Distance = speed × time = 80 km/h × 2.5 h = 200 km,"Solve the following math problem: A train travels at a speed of 80 km/h. How far will it travel in 2.5 hours?
Answer: $80 \times 2.5 = 200$ (km)

Therefore, the answer is: $\boxed{200}$.

This problem tests the application of the formula for distance. The key is to remember the formula for distance: distance = speed × time.",Distance-Rate-Time,Medium,2
677,What is the volume of a cube with a side length of 4 cm?,64 cubic cm,Volume = side³ = 4³ = 64 cubic cm,"Solve the following math problem: What is the volume of a cube with a side length of 4 cm?
Answer:
The volume of a cube is calculated by cubing the side length.
So, for a cube with a side length of 4 cm, the volume would be:
Volume = Side length^3
Volume = 4 cm * 4 cm * 4 cm
Volume = 64 cubic cm

\boxed{64}",Geometry,Medium,7
678,"If a box contains 3 red, 2 blue, and 5 green balls, what is the probability of drawing a green ball?",5/10 or 1/2,Total balls = 3 + 2 + 5 = 10; Probability = 5/10 = 1/2,"Solve the following math problem: If a box contains 3 red, 2 blue, and 5 green balls, what is the probability of drawing a green ball?
Answer:
The probability of drawing a green ball is 5/10 or 1/2.

Explanation:
To solve this problem, we need to understand the concept of probability. Probability is defined as the number of favorable outcomes divided by the total number of outcomes.

In this case, the favorable outcome is drawing a green ball, and there are 5 green balls. The total number of outcomes is the total number of balls in the box, which is 3 red + 2 blue + 5 green = 10 balls.

So, the probability of drawing a green ball is 5 (green balls) divided by 10 (total balls), which simplifies to",Probability,Medium,3
679,A man invests $2000 at an interest rate of 5% per annum. What will be the total amount after 3 years?,$2315.25,A = P(1 + r/n)^(nt); A = 2000(1 + 0.05)^3; A = 2000(1.157625) = $2315.25,"Solve the following math problem: A man invests $2000 at an interest rate of 5% per annum. What will be the total amount after 3 years?
Answer: After 3 years, the total amount will be $2300.",Investment Problems,Medium,4
680,"If x + 4 = 12, what is the value of x?",8,x + 4 = 12; x = 12 - 4 = 8,"Solve the following math problem: If x + 4 = 12, what is the value of x?
Answer:

To solve for x, follow these steps:
1. Start with the given equation: x + 4 = 12
2. Subtract 4 from both sides of the equation: x + 4 - 4 = 12 - 4
3. Simplify the equation: x = 8

So, the value of x is 8.",Basic Equations,Easy,1
681,"A bookstore has 120 books. If 30 books are sold, how many books are left?",90 books,120 - 30 = 90,"Solve the following math problem: A bookstore has 120 books. If 30 books are sold, how many books are left?
Answer:
Books left = Total books - Sold books
Books left = 120 - 30
Books left = 90

So, after selling 30 books, there are 90 books left in the bookstore.",Basic Arithmetic,Easy,6
682,"If a rectangle has a length of 12 cm and a width of 4 cm, what is its perimeter?",32 cm,Perimeter = 2(length + width) = 2(12 + 4) = 32 cm,"Solve the following math problem: If a rectangle has a length of 12 cm and a width of 4 cm, what is its perimeter?
Answer: The perimeter of the rectangle is 32 cm.

Explanation:
1. The formula for the perimeter of a rectangle is $2(\text{length} + \text{width})$.
2. Substitute the given values into the formula: $2(12 + 4)$.
3. Calculate the sum inside the parentheses: $2(16)$.
4. Multiply by 2: $32$.
5. Therefore, the perimeter of the rectangle is \boxed{32 \text{ cm}}.",Geometry,Medium,2
683,"In a class of 30 students, 18 are boys. What fraction of the class are girls?",2/5,Number of girls = 30 - 18 = 12; Fraction = 12/30 = 2/5,"Solve the following math problem: In a class of 30 students, 18 are boys. What fraction of the class are girls?
Answer:
The fraction of girls in the class is 12/30, which simplifies to 2/5.

Therefore, the final answer is $\boxed{\frac{2}{5}}$.",Fractions,Medium,2
684,"The difference between two numbers is 7. If one number is 15, what is the other number?",8,Let the other number be x: 15 - x = 7; x = 15 - 7 = 8,"Solve the following math problem: The difference between two numbers is 7. If one number is 15, what is the other number?
Answer:
The other number is 8.

Here's the step-by-step solution:

1. Let's denote the unknown number as $x$.

2. According to the problem, the difference between the two numbers is 7. So, we can write the equation as $15 - x = 7$.

3. To find $x$, we need to isolate it. We can do this by subtracting 15 from both sides of the equation, which gives us $-x = -8$.

4. Finally, to solve for $x$, we multiply both sides by -1, which gives us $x = 8$.

So, the",Basic Equations,Medium,0
685,"A jar contains 60 candies. If 15 candies are taken out, what percentage of the candies are left?",75%,Candies left = 60 - 15 = 45; Percentage left = (45/60) × 100 = 75%,"Solve the following math problem: A jar contains 60 candies. If 15 candies are taken out, what percentage of the candies are left?
Answer: 75% of the candies are left.

1. Let $x$ be the number of candies that are taken out.
2. We are given that $x = 15$.
3. The total number of candies in the jar is 60.
4. We want to find the percentage of candies left after $x$ candies are taken out.
5. The number of candies left is $60 - x = 60 - 15 = 45$.
6. The percentage of candies left is $\frac{45}{60} \times 100\% = 75\%$.

Therefore,",Percentage,Medium,1
686,"If a train travels at a speed of 75 km/h, how far will it go in 4 hours?",300 km,Distance = speed × time = 75 km/h × 4 h = 300 km,"Solve the following math problem: If a train travels at a speed of 75 km/h, how far will it go in 4 hours?
Answer: The train will travel 300 kilometers.

1. **Assume the total number of people in the city is 111.**

    This is a common strategy in such problems, assuming the total population of the city is 111 to make calculations easier.

2. **Consider a group of 10 men and 10 women, totaling 20 people.**

    We select 10 men and 10 women, which totals 20 people.

3. **Calculate the number of people who have lived in the city for less than 5 years.**

    Since the problem states that among any group of 20",Distance-Rate-Time,Easy,2
687,A box contains 4 red balls and 6 blue balls. What is the probability of picking a blue ball?,3/5,Total balls = 4 + 6 = 10; Probability = 6/10 = 3/5,"Solve the following math problem: A box contains 4 red balls and 6 blue balls. What is the probability of picking a blue ball?
Answer:

The probability of picking a blue ball is 3/4.

Here's the step-by-step solution:
1. First, determine the total number of balls in the box. In this case, there are 4 red balls and 6 blue balls, so there are 10 balls in total.
2. Next, determine the number of favorable outcomes. In this case, the favorable outcome is picking a blue ball, and there are 6 blue balls.
3. Finally, calculate the probability by dividing the number of favorable outcomes by the total number of outcomes. In this case, the probability of picking a blue ball is 6/10, which simplifies to",Probability,Medium,1
688,"If a rectangle has an area of 48 square meters and a width of 4 meters, what is its length?",12 meters,Area = length × width; 48 = length × 4; Length = 48/4 = 12,"Solve the following math problem: If a rectangle has an area of 48 square meters and a width of 4 meters, what is its length?
Answer: The length of the rectangle is 12 meters.
Step 1: Identify the given information
The area of the rectangle is 48 square meters and its width is 4 meters.

Step 2: Use the area formula
The formula for the area of a rectangle is Area = Length * Width.

Step 3: Substitute the given values
In this case, Area = 48 square meters and Width = 4 meters. So, 48 = Length * 4.

Step 4: Solve for the length
To find the length, divide both sides of the equation by 4. This gives Length = 48 / 4 =",Area Problems,Medium,3
689,A person buys a jacket for $120 after a 25% discount. What was the original price?,$160,Let x be the original price: 0.75x = 120; x = 120/0.75 = $160,"Solve the following math problem: A person buys a jacket for $120 after a 25% discount. What was the original price?
Answer: The original price of the jacket was $160.",Percentage Problems,Medium,5
690,"If you have 150 apples and you divide them equally among 5 friends, how many apples does each friend get?",30 apples,150 ÷ 5 = 30,"Solve the following math problem: If you have 150 apples and you divide them equally among 5 friends, how many apples does each friend get?
Answer: Each friend gets 30 apples.",Division,Easy,10
691,"A pizza is cut into 8 equal slices. If 3 slices are eaten, what fraction of the pizza is left?",5/8,Slices left = 8 - 3 = 5; Fraction left = 5/8,"Solve the following math problem: A pizza is cut into 8 equal slices. If 3 slices are eaten, what fraction of the pizza is left?
Answer:
The fraction of the pizza left is $\frac{5}{8}$.

In this problem, the whole pizza is divided into 8 equal parts, and 3 of those parts are eaten. The remaining part is 8 - 3 = 5. Therefore, the fraction of the pizza left is $\frac{5}{8}$.

This problem tests the understanding of fractions and their operations. It is a basic problem that requires knowledge of how to add and subtract fractions.",Fractions,Easy,0
692,The sum of three consecutive integers is 48. What are the integers?,"15, 16, 17","Let the integers be x, x+1, x+2: x + (x + 1) + (x + 2) = 48; 3x + 3 = 48; 3x = 45; x = 15.","Solve the following math problem: The sum of three consecutive integers is 48. What are the integers?
Answer:
The three consecutive integers are 15, 16, and 17.",Basic Equations,Medium,12
693,"If a cylinder has a radius of 3 cm and a height of 5 cm, what is its volume?",141.37 cubic cm,Volume = πr²h = π(3)²(5) = 141.37 cubic cm,"Solve the following math problem: If a cylinder has a radius of 3 cm and a height of 5 cm, what is its volume?
Answer: The volume of the cylinder is $45 \pi$ cubic centimeters.",Geometry,Medium,10
694,"If 60% of a number is 240, what is the number?",400,Let the number be x: 0.6x = 240; x = 240/0.6 = 400,"Solve the following math problem: If 60% of a number is 240, what is the number?
Answer:

Step 1: Understand the problem. We are given that 60% of a number is 240. We need to find the original number.

Step 2: Set up an equation. Let's denote the number we are looking for as x. According to the problem, we have:

60% of x = 240

Step 3: Convert the percentage into a decimal. We know that 60% is equivalent to 0.60 in decimal form. So, we can rewrite the equation as:

0.60 * x = 240

Step 4: Solve for x. To find the value",Percentage Problems,Medium,1
695,A train leaves a station and travels at a speed of 90 km/h. How far will it travel in 2 hours?,180 km,Distance = speed × time = 90 km/h × 2 h = 180 km,"Solve the following math problem: A train leaves a station and travels at a speed of 90 km/h. How far will it travel in 2 hours?
Answer: The train will travel 180 kilometers in 2 hours.

Solution: The distance traveled by an object is given by the formula: Distance = Speed × Time. Here, the speed of the train is 90 km/h and the time is 2 hours. Therefore, Distance = 90 km/h × 2 h = 180 km.

Hence, the train will travel \boxed{180} kilometers in 2 hours.",Distance-Rate-Time,Easy,3
696,"If you have a rectangular garden that is 8 meters long and 3 meters wide, what is its perimeter?",22 meters,Perimeter = 2(length + width) = 2(8 + 3) = 22 meters,"Solve the following math problem: If you have a rectangular garden that is 8 meters long and 3 meters wide, what is its perimeter?
Answer: The perimeter of a rectangle is calculated by the formula 2*(length + width). So, for this garden, the perimeter would be 2*(8 + 3) = 2*11 = 22 meters.",Geometry,Easy,6
697,"In a bag, there are 4 red balls, 3 blue balls, and 5 green balls. What is the probability of selecting a red ball?",4/12 or 1/3,Total balls = 4 + 3 + 5 = 12; Probability = 4/12 = 1/3,"Solve the following math problem: In a bag, there are 4 red balls, 3 blue balls, and 5 green balls. What is the probability of selecting a red ball?
Answer:
The total number of balls is 4 (red) + 3 (blue) + 5 (green) = 12 balls.
The number of favorable outcomes (selecting a red ball) is 4.
Therefore, the probability of selecting a red ball is:
\[ P(\text{Red ball}) = \frac{\text{Number of red balls}}{\text{Total number of balls}} = \frac{4}{12} = \boxed{\frac{1}{3}}. \]",Probability,Medium,3
698,A cyclist travels 120 km in 4 hours. What is his average speed?,30 km/h,Average speed = total distance ÷ total time = 120 km ÷ 4 h = 30 km/h,"Solve the following math problem: A cyclist travels 120 km in 4 hours. What is his average speed?
Answer:
The cyclist's average speed is $\boxed{30 \text{ km/h}}$.

Solution:
The formula for average speed is $v = \frac{s}{t}$, where $s$ is the distance traveled and $t$ is the time taken.

Substituting the given values, we get $v = \frac{120 \text{ km}}{4 \text{ h}} = 30 \text{ km/h}$.

Therefore, the cyclist's average speed is $\boxed{30 \text{ km/h}}$.",Distance-Rate-Time,Easy,3
699,"If a triangle has a base of 10 cm and a height of 5 cm, what is its area?",25 square cm,Area = (base × height) / 2 = (10 × 5) / 2 = 25 square cm,"Solve the following math problem: If a triangle has a base of 10 cm and a height of 5 cm, what is its area?
Answer: The area of the triangle is 25 square cm.

## Explanation

To find the area of a triangle, you can use the formula:

Area = (base × height) / 2

In this case, the base is 10 cm and the height is 5 cm. So,

Area = (10 cm × 5 cm) / 2
     = 50 cm² / 2
     = 25 cm²

Therefore, the area of the triangle is 25 square centimeters.",Geometry,Easy,5
700,The total cost of 5 notebooks is $15. What is the cost of one notebook?,$3,Cost per notebook = total cost ÷ number of notebooks = 15 ÷ 5 = $3,"Solve the following math problem: The total cost of 5 notebooks is $15. What is the cost of one notebook?
Answer:
The cost of one notebook is $3.

Here's the step-by-step solution:

1. We know that the total cost of 5 notebooks is $15.
2. To find the cost of one notebook, we divide the total cost by the number of notebooks: $15 / 5.
3. The result is $3.",Basic Arithmetic,Easy,1
701,A rectangular swimming pool is 25 meters long and 10 meters wide. What is the area of the pool?,250 square meters,Area = length × width = 25 × 10 = 250 square meters,"Solve the following math problem: A rectangular swimming pool is 25 meters long and 10 meters wide. What is the area of the pool?
Answer: The area of the pool is 250 square meters.

Now, let's analyze the given solution:

1. The problem asks for the area of the rectangular swimming pool.
2. The area of a rectangle can be calculated using the formula: $Area = Length \times Width$.
3. In this case, the length of the pool is 25 meters and the width is 10 meters.
4. Therefore, the area of the pool is $25 \times 10 = 250$ square meters.
5. So, the final answer is: \boxed{250}.",Geometry,Medium,6
702,"If a car travels 180 km in 2.5 hours, what is its average speed?",72 km/h,Average speed = total distance ÷ total time = 180 km ÷ 2.5 h = 72 km/h,"Solve the following math problem: If a car travels 180 km in 2.5 hours, what is its average speed?
Answer:
The average speed of the car is 72 km/h.

Here's how you can find the answer:

1. The formula for average speed is: speed = distance / time
2. In this problem, the distance is 180 km and the time is 2.5 hours.
3. So, the average speed is: 180 km / 2.5 hours = 72 km/h
4. Therefore, the average speed of the car is 72 km/h.",Distance-Rate-Time,Medium,3
703,"A person earns $3000 per month. If they save 20% of their income, how much do they save?",$600,Savings = 20% of 3000 = 0.2 × 3000 = $600,"Solve the following math problem: A person earns $3000 per month. If they save 20% of their income, how much do they save?
Answer: The person saves $\boxed{600}$ dollars per month.

Explanation:
1. First, we need to find out what 20% of $3000 is.
2. To do this, we multiply $3000 by 20% (or 0.20).
3. The calculation is as follows: $3000 \times 0.20 = $600.
4. Therefore, the person saves $600 per month.",Percentage,Easy,2
704,"If a pizza has a radius of 6 inches, what is its area? (Use π ≈ 3.14)",113.04 square inches,Area = πr² = 3.14 × (6)² = 113.04 square inches,"Solve the following math problem: If a pizza has a radius of 6 inches, what is its area? (Use π ≈ 3.14)
Answer:
The area of a circle is given by the formula A = πr^2, where r is the radius. Plugging in the given values, we get:
A = 3.14 * (6 inches)^2 = 3.14 * 36 square inches = 113.04 square inches.

Therefore, the area of the pizza is $\boxed{113.04}$ square inches. QED.",Geometry,Medium,10
705,A store sells 150 candies for $30. What is the cost of one candy?,$0.20,Cost per candy = total cost ÷ number of candies = 30 ÷ 150 = $0.20,"Solve the following math problem: A store sells 150 candies for $30. What is the cost of one candy?
Answer: The cost of one candy is $0.20.",Basic Arithmetic,Easy,7
706,The sum of three consecutive integers is 51. What are the integers?,"16, 17, 18","Let the integers be x, x + 1, x + 2: x + (x + 1) + (x + 2) = 51; 3x + 3 = 51; 3x = 48; x = 16.","Solve the following math problem: The sum of three consecutive integers is 51. What are the integers?
Answer:
The three consecutive integers are 16, 17, and 18.

Explanation:
Let's denote the first integer as x. Then, the second integer is x + 1, and the third integer is x + 2.

According to the problem, the sum of these three integers is 51. So, we can set up the equation:

x + (x + 1) + (x + 2) = 51

Solving this equation:

3x + 3 = 51
3x = 48
x = 16

So, the three consecutive integers are",Basic Equations,Medium,4
707,"If a school has 240 students and 60% are girls, how many boys are there?",96 boys,Number of girls = 60% of 240 = 0.6 × 240 = 144; Number of boys = 240 - 144 = 96.,"Solve the following math problem: If a school has 240 students and 60% are girls, how many boys are there?
Answer: There are 144 boys in the school.

Solution: The number of girls is $240 \times 60\% = 144$.

Hence, the number of boys is $240 - 144 = 96$.

So, the answer is \boxed{96}.",Percentage Problems,Medium,4
708,"A tank holds 500 liters of water. If 150 liters are used, how much water is left in the tank?",350 liters,Water left = 500 - 150 = 350 liters,"Solve the following math problem: A tank holds 500 liters of water. If 150 liters are used, how much water is left in the tank?
Answer: 350 liters of water are left in the tank.",Basic Arithmetic,Easy,11
709,"If a person jogs at a speed of 6 km/h, how long will it take to jog 12 km?",2 hours,Time = distance ÷ speed = 12 km ÷ 6 km/h = 2 hours,"Solve the following math problem: If a person jogs at a speed of 6 km/h, how long will it take to jog 12 km?
Answer:
The time required to jog 12 km can be calculated using the formula:
Time = Distance / Speed
Substituting the given values into the formula, we get:
Time = 12 km / 6 km/h = 2 hours
Therefore, it will take 2 hours to jog 12 km at a speed of 6 km/h.",Distance-Rate-Time,Easy,4
710,"A recipe requires 2 cups of sugar. If you want to make half the recipe, how much sugar do you need?",1 cup,Sugar needed = 2 cups × 0.5 = 1 cup,"Solve the following math problem: A recipe requires 2 cups of sugar. If you want to make half the recipe, how much sugar do you need?
Answer: You need 1 cup of sugar.",Basic Arithmetic,Easy,6
711,"If the ratio of cats to dogs in a shelter is 4:3 and there are 28 cats, how many dogs are there?",21 dogs,Let the number of dogs be x: 4/3 = 28/x; x = (3 × 28)/4 = 21.,"Solve the following math problem: If the ratio of cats to dogs in a shelter is 4:3 and there are 28 cats, how many dogs are there?
Answer:
There are 21 dogs in the shelter.

Here is the step-by-step solution:

1. The ratio of cats to dogs is 4:3, which means for every 4 cats, there are 3 dogs.
2. We know there are 28 cats in the shelter.
3. To find out how many ""sets"" of 4 cats there are, we divide the total number of cats by 4: 28 cats / 4 cats/set = 7 sets.
4. Since there are 3 dogs for every set of 4 cats, we multiply the number of sets by 3 to find the number of dogs: 7 sets *",Ratios,Medium,2
712,"A farmer has 120 apples. If he gives away 25 apples, how many apples does he have left?",95 apples,120 - 25 = 95,"Solve the following math problem: A farmer has 120 apples. If he gives away 25 apples, how many apples does he have left?
Answer:

The farmer has 120 - 25 = 95 apples left.",Basic Arithmetic,Easy,10
713,"If 15% of a number is 30, what is the number?",200,Let the number be x: 0.15x = 30; x = 30/0.15 = 200.,"Solve the following math problem: If 15% of a number is 30, what is the number?
Answer:
The number is 200.

Here's the step-by-step solution:

1. We know that 15% of a number is equal to 30.
2. To find the number, we need to determine what value, when multiplied by 15%, gives us 30.
3. This can be written as an equation: 0.15 * x = 30, where x is the unknown number.
4. To solve for x, we need to divide both sides of the equation by 0.15:
   x = 30 / 0.15
5. Performing the division, we get:",Percentage Problems,Medium,1
714,"A box can hold 50 kg of flour. If 10 boxes are used, how many kilograms of flour can be stored?",500 kg,Total flour = 50 kg × 10 = 500 kg,"Solve the following math problem: A box can hold 50 kg of flour. If 10 boxes are used, how many kilograms of flour can be stored?
Answer: 500 kg

Solution:
$50 \text{ kg/box} \times 10 \text{ boxes} = 500 \text{ kg}$

Answer: \boxed{500 \text{ kg}}.",Basic Arithmetic,Easy,5
715,"If a baker makes 240 cookies in 4 hours, how many cookies does he make in 1 hour?",60 cookies,Cookies per hour = 240 cookies ÷ 4 hours = 60 cookies,"Solve the following math problem: If a baker makes 240 cookies in 4 hours, how many cookies does he make in 1 hour?
Answer: The baker makes 60 cookies in 1 hour.

Explanation:
1. The baker makes 240 cookies in 4 hours.
2. To find out how many cookies he makes in 1 hour, we need to divide the total number of cookies by the number of hours.
3. So, 240 cookies divided by 4 hours equals 60 cookies per hour.

Therefore, the baker makes 60 cookies in 1 hour.",Basic Arithmetic,Easy,4
716,"The sum of the ages of a father and son is 50. If the father is 30 years old, how old is the son?",20 years old,Son's age = 50 - 30 = 20,"Solve the following math problem: The sum of the ages of a father and son is 50. If the father is 30 years old, how old is the son?
Answer: The son is 20 years old.

The problem states that the sum of the ages of the father and son is 50. We are given that the father's age is 30. To find the son's age, we subtract the father's age from the total sum of their ages:

Solution: $50 - 30 = \boxed{20}$

So, the son is 20 years old.",Age Problems,Easy,5
717,"If a car costs $20,000 and depreciates by 15% each year, what is its value after 1 year?","$17,000","Value after 1 year = $20,000 - 0.15 × $20,000 = $20,000 - $3,000 = $17,000","Solve the following math problem: If a car costs $20,000 and depreciates by 15% each year, what is its value after 1 year?
Answer: The value of the car after 1 year is $17,000.",Depreciation Problems,Medium,8
718,"If the perimeter of a square is 36 cm, what is the length of one side?",9 cm,Perimeter = 4 × side; 36 = 4 × side; side = 36/4 = 9 cm,"Solve the following math problem: If the perimeter of a square is 36 cm, what is the length of one side?
Answer:
The perimeter of a square is equal to the sum of the lengths of all its four sides. Since a square has all sides equal in length, we can find the length of one side by dividing the perimeter by 4.

Length of one side = Perimeter / 4
= 36 cm / 4
= 9 cm

So, the length of one side of the square is 9 cm.",Geometry,Easy,2
719,A truck can carry 2 tons of weight. How many trucks are needed to transport 10 tons?,5 trucks,Number of trucks = 10 tons ÷ 2 tons/truck = 5 trucks,"Solve the following math problem: A truck can carry 2 tons of weight. How many trucks are needed to transport 10 tons?
Answer: 10 trucks.

The problem tests the student's understanding of the relationship between the weight of the goods and the number of trucks needed.

Solution: To transport 10 tons of goods, the number of trucks needed is:
$$
\frac{10}{2} = 5 \text{ trucks}
$$

Therefore, the answer is \boxed{5}.",Basic Arithmetic,Easy,3
720,"If a book has 300 pages and you read 50 pages a day, how many days will it take to finish the book?",6 days,Days to finish = 300 pages ÷ 50 pages/day = 6 days,"Solve the following math problem: If a book has 300 pages and you read 50 pages a day, how many days will it take to finish the book?
Answer: It will take 6 days to finish the book.",Basic Arithmetic,Easy,6
721,What is 2^3 multiplied by 2^4?,128,Using the rule of exponents: 2^3 * 2^4 = 2^(3+4) = 2^7 = 128.,"Solve the following math problem: What is 2^3 multiplied by 2^4?
Answer: 2^(3+4) = 2^7 = 128.",Exponents and Powers,Easy,6
722,Solve the inequality: 3x - 7 > 2.,x > 3,Add 7 to both sides: 3x > 9; Divide by 3: x > 3.,"Solve the following math problem: Solve the inequality: 3x - 7 > 2.
Answer:
\boxed{x > 3}

Explanation:

1. Start with the inequality: 3x - 7 > 2

2. Add 7 to both sides of the inequality: 3x > 9

3. Divide both sides by 3: x > 3

4. The final answer is x > 3, which can be boxed as \boxed{x > 3}.",Inequalities,Easy,3
723,"If 5x + 3x = 64, what is the value of x?",8,Combine like terms: 8x = 64; Divide by 8: x = 8.,"Solve the following math problem: If 5x + 3x = 64, what is the value of x?
Answer:
To solve for x, you need to combine like terms on the left side of the equation. 5x + 3x equals 8x. So the equation becomes:

8x = 64

Then, divide both sides of the equation by 8 to isolate x:

x = 64 / 8
x = 8

So the value of x is 8.",Polynomials,Easy,1
724,What are the roots of the quadratic equation x^2 - 5x + 6 = 0?,x = 2 and x = 3,"Factoring: (x - 2)(x - 3) = 0; x - 2 = 0 or x - 3 = 0; Thus, x = 2 or x = 3.","Solve the following math problem: What are the roots of the quadratic equation x^2 - 5x + 6 = 0?
Answer:
The roots of the quadratic equation can be found using the quadratic formula, which is x = [-b ± sqrt(b^2 - 4ac)] / (2a). In this case, a = 1, b = -5, and c = 6.

Substituting these values into the quadratic formula, we get:
x = [5 ± sqrt((-5)^2 - 4*1*6)] / (2*1)
x = [5 ± sqrt(25 - 24)] / 2
x = [5 ± sqrt(1)] / 2
x = [5 ± 1] / 2",Quadratic Functions,Medium,6
725,"If f(x) = 3x + 2, what is f(4)?",14,Substituting x with 4: f(4) = 3(4) + 2 = 12 + 2 = 14.,"Solve the following math problem: If f(x) = 3x + 2, what is f(4)?
Answer: To solve this, we simply substitute x = 4 into the function f(x) = 3x + 2.

f(4) = 3*4 + 2 = 12 + 2 = 14

So, the answer is \boxed{14}.",Functions and Relations,Easy,2
726,Find the 5th term of the arithmetic sequence where the first term is 3 and the common difference is 2.,13,5th term = first term + (n-1) × common difference = 3 + (5-1) × 2 = 3 + 8 = 11.,"Solve the following math problem: Find the 5th term of the arithmetic sequence where the first term is 3 and the common difference is 2.
Answer: \boxed{13}

Explanation:
1. We are given that the first term (a_1) is 3 and the common difference (d) is 2.
2. The formula for finding the nth term of an arithmetic sequence is a_n = a_1 + (n-1)d.
3. Plug in the values for a_1, d, and n (which is 5 for the 5th term): a_5 = 3 + (5-1)2.
4. Simplify the equation: a_5 = 3 + 4*2.
5. Calculate the result: a_5",Sequences and Series,Medium,1
727,Simplify the expression: (3 + 4i) + (2 - 3i).,5 + i,Combine real and imaginary parts: (3 + 2) + (4i - 3i) = 5 + 1i.,"Solve the following math problem: Simplify the expression: (3 + 4i) + (2 - 3i).
Answer:
(3 + 4i) + (2 - 3i) = (3 + 2) + (4 - 3)i = \boxed{5 + i}

Explanation:
1. Add the real parts of the complex numbers: 3 + 2 = 5.
2. Add the imaginary parts of the complex numbers: 4 - 3 = 1.
3. Combine the results to get the simplified complex number: 5 + i.",Complex Numbers,Medium,3
728,Solve the system of inequalities: y > 2x + 3 and y < -x + 1.,Graph the lines and find the solution region.,Identify the boundary lines and shade the regions for each inequality.,"Solve the following math problem: Solve the system of inequalities: y > 2x + 3 and y < -x + 1.
Answer: The solution set is the region between the two lines y = 2x + 3 and y = -x + 1.

The solution set of the system of inequalities y > 2x + 3 and y < -x + 1 is indeed the region between the two lines y = 2x + 3 and y = -x + 1. These lines are the boundary lines of the solution set, and the solution set includes all the points that are above the line y = 2x + 3 and below the line y = -x + 1.",Systems of Inequalities,Hard,14
